regime,seed,total_wd,total_deposited,total_absorbed,pool_residual,diff_k1,diff_k2,diff_k3,diff_k4,diff_k5,diff_k6,diff_k7,diff_k8
OFF,167,4409,0.0,0.0,0.0,0.08570062171209947,0.06512503552145496,0.02541478129713424,0.008225324027916252,0.03235294117647059,-0.006913455037187287,0.003828197945845005,-0.0026646556058320774
OFF,168,4301,0.0,0.0,0.0,0.05843912368096845,0.022108843537414963,0.014216427311665399,-0.018415178571428572,0.0012380952380952395,0.0072060875632304205,-0.0007369614512471642,-0.007462686567164179
OFF,169,4375,0.0,0.0,0.0,0.032897603485838776,0.036928104575163406,0.011300309597523223,-0.0027777777777777714,0.020778867102396518,-0.0033769063180827882,0.0,0.0
OFF,170,4458,0.0,0.0,0.0,0.07252326217843459,0.03884099616858238,0.010717614165890028,-0.003482293121352096,-0.014008620689655173,0.023973727422003283,0.005747126436781609,-0.0016309412861137
OFF,171,4420,0.0,0.0,0.0,0.09321785772843322,0.05626019878356327,0.0073782587309394985,-0.00019332317005810867,0.019916210119239445,0.0012157130917103548,-0.0024821625967239476,-0.0033783783783783786
OFF,172,4464,0.0,0.0,0.0,0.0161319073083779,0.021673580222233334,0.012576747870865511,0.004812834224598935,-0.005110467873554764,0.0028702962931772564,0.010948494230227975,-0.0035019639392361935
OFF,173,4382,0.0,0.0,0.0,0.06752497056701226,0.007977354606278957,0.007886101407854347,0.013457303645705895,-0.007462686567164178,0.02020941046401977,-0.0005804311774461023,0.0046253109452736325
OFF,174,4485,0.0,0.0,0.0,0.052498946481247366,0.062183612183612194,0.03902798232695139,0.017187780772686432,0.002771577380952378,0.023984272608125818,-0.008849557522123894,-0.005763546798029557
OFF,175,4419,0.0,0.0,0.0,0.07016129032258064,0.05919312169312169,0.011332528180354268,0.011904761904761904,0.003595534787123572,0.005555555555555553,0.014636752136752137,0.013888888888888888
OFF,176,4574,0.0,0.0,0.0,0.019844301356906402,0.051456079260456825,0.04968805704099822,0.034085645711398375,0.013666072489601899,-0.0037433155080213902,0.002842668167745567,0.010666436662641597
OFF,177,4374,0.0,0.0,0.0,0.09690476190476188,0.008553459119496856,0.021190476190476197,-0.0016430388949472928,-0.02147914032869785,-0.007560050568900126,-0.0033026113671274964,0.0015820543093270365
OFF,178,4615,0.0,0.0,0.0,0.046348707197763794,0.04791666666666666,0.01746031746031746,0.013285024154589372,0.026851851851851856,0.011695906432748539,0.005555555555555556,-0.00510204081632653
OFF,179,4467,0.0,0.0,0.0,0.04023364996178622,0.02961658841940533,0.010253521126760562,0.0299906103286385,0.003094323516858729,-0.005658953722334003,-0.012461059190031152,0.007674250631997111
OFF,180,4420,0.0,0.0,0.0,0.042770243318707615,0.039145123384253806,0.020049941245593422,0.020980788675429726,0.008695652173913044,0.012456521739130436,0.01367461430575035,0.013380371217899822
OFF,181,4410,0.0,0.0,0.0,0.10046957087730715,0.02593544868423614,0.009761275956708611,0.002500748087034585,0.021190592846643798,0.001534371710467627,-0.0009298433214003435,0.005822796843806445
OFF,182,4410,0.0,0.0,0.0,-0.007507844016136286,0.022414870353014676,-0.022489877853764752,0.003659157439226169,0.004022545524617014,-0.00411379857256146,0.007451815329448677,0.0002283700900430636
