pair_id,treated_poi,control_poi,event_quarter,treated_depth,control_depth,entity,dominant_type,n_wd_in_event
854,CAISO||fulton 115 kv,CAISO||bellota weber,2024Q2,1,1,CAISO,Battery,1
855,PJM||susquehanna,PJM||clinch river 138 kv,2007Q3,2,2,PJM,Coal,2
856,CAISO||birds landing 230 kv,CAISO||tesla 230 kv,2019Q1,3,3,CAISO,Battery,1
857,CAISO||vestal substation 230 kv,CAISO||cortina 60 kv,2018Q2,1,1,CAISO,Solar+Battery,1
858,CAISO||crazy eyes tap 230 kv,CAISO||coalinga #2 schindler 70 kv,2013Q2,1,1,CAISO,Solar,1
859,PJM||garner northern neck 115 kv,PJM||derry tap derry bus 69 kv,2020Q1,2,2,PJM,Solar,1
860,PJM||chicago heights 138 kv,PJM||fowler ridge 345 kv,2024Q3,2,2,PJM,Battery,1
861,ERCOT||59903 bearkat 345 kv,ERCOT||140653 alibates 345 kv,2018Q3,1,1,ERCOT,Wind,1
862,PJM||rohrsburg 12 kv,PJM||baldy 132 kv,2023Q4,1,1,PJM,Solar+Battery,1
863,ERCOT||bus #6843 at rayburn barton chapel substation,ERCOT||#107 prairie hill 69 kv,2024Q2,1,1,ERCOT,Battery,1
864,PJM||south river 230 kv,PJM||hunterstown conemaugh 500 kv,2019Q1,2,2,PJM,Gas,1
865,CAISO||east county substation 230 kv,CAISO||diablo gates 500 kv,2024Q1,2,2,CAISO,Wind,1
866,PJM||west millersport 138 kv,PJM||bremo buckingham 230 kv,2024Q4,1,1,PJM,Solar,2
867,PJM||broadford 138 kv,PJM||calumet burnham 345 kv,2024Q4,1,1,PJM,Battery,1
868,PJM||red lion 500 kv,PJM||lakewood 230 kv,2002Q1,2,2,PJM,Gas,1
869,PJM||pennville 138 kv,PJM||cardington 138 kv ii,2024Q4,1,1,PJM,Battery,1
870,PJM||pinewood st johns 115 kv,PJM||clementine clementine junction 25 kv,2024Q1,2,2,PJM,Solar,1
871,PJM||baptistown frenchtown 345 kv,PJM||hornerstown windsor 34 kv,2011Q3,2,2,PJM,Solar,2
872,PJM||oldmans township,PJM||cape may 12 kv,2010Q4,1,1,PJM,Solar,1
873,ISO-NE||cmp larrabee road 345 kv,ISO-NE||345 kv bus at eversource nh beebe substation,2018Q2,2,2,ISO-NE,Solar,1
874,PJM||point lookout 69 kv,PJM||bear rock 230 kv,2022Q1,1,1,PJM,Wind,1
875,PJM||edgemoor,PJM||chapman moshannon 230 kv,2002Q3,1,1,PJM,Gas,1
876,PJM||east lima fostoria central 345 kv,PJM||buckley road 138 kv,2011Q3,1,1,PJM,Wind,1
877,SOCO||vienna primary substation 46 kv bus,SOCO||albany mitchell (black) 115 kv line,2015Q2,1,1,SOCO,Solar,1
878,PJM||susquehanna lackawanna 500 kv,PJM||lackawanna 230 kv,2017Q2,3,3,PJM,Gas,1
879,PJM||victoria dp martin dp 115 kv,PJM||bremo bluff buckingham 230 kv,2024Q2,1,1,PJM,Solar,1
880,ISO-NE||norwalk 276 kv,ISO-NE||cl&p cedar heights substation,2008Q4,1,1,ISO-NE,Gas,1
881,ERCOT||76002 bakersfield 345 kv,ERCOT||tap 345 kv 1692 paris 1695 monticello,2019Q1,3,3,ERCOT,Solar,2
882,CAISO||whirlwind 230 kv bus,CAISO||230 kv bus at the kelso substation via the mariposa energy 230 kv tie line,2015Q2,1,1,CAISO,Battery,1
883,PJM||hunterstown lincoln 115 kv,PJM||buckhorn lonesome pine 138 kv,2017Q2,1,1,PJM,Solar,1
884,PJM||poolesville 345 kv,PJM||east fayette 138 kv,2020Q2,2,2,PJM,Solar,1
885,PJM||columbia dp 115 kv,PJM||bremo cartersville 230 kv,2024Q4,1,1,PJM,Solar,1
886,PJM||fayetteville 345 kv,PJM||east hazelton 1247 kv,2020Q1,2,2,PJM,Solar,1
887,PJM||tabernacle 12 kv,PJM||cambridge west cambridge 69 kv,2017Q4,1,1,PJM,Solar,1
888,PJM||scottsville bremo 138 kv,PJM||broadview tangy 138 kv,2023Q4,1,1,PJM,Solar,2
889,CAISO||mendota san joaquin helm 70 kv,CAISO||lambie switching station 230 kv,2011Q3,3,3,CAISO,Solar,1
890,PJM||jamestown hartstown 69 kv,PJM||briery dp clover 230 kv,2020Q3,1,1,PJM,Solar,1
891,PJM||clearfield,PJM||blue mound ii,2009Q2,1,1,PJM,Wind,1
892,CAISO||antelope,CAISO||artesian ranch substation 69 kv,2022Q3,1,1,CAISO,Battery,1
893,SOCO||martin dam pear tree substation 115 kv line,SOCO||bynum jackson shoals 115 kv line,2023Q4,1,1,SOCO,Solar+Battery,1
894,SOCO||shaddock creek vidalia 115 kv line,SOCO||denton still road south hazlehurst 230 kv line,2023Q2,1,1,SOCO,Solar,1
895,PJM||indian river 230 kv ii,PJM||larrabee collector station 230 kv,2024Q2,2,2,PJM,Offshore Wind,1
896,PSCo||spring canyon substation,PSCo||waterton midway 345 kv line,2020Q4,2,2,PSCo,Wind,2
897,CAISO||hinson substation 220 kv,CAISO||contra costa delta 230 kv line,2022Q4,1,1,CAISO,Battery,1
898,ERCOT||79005 railhead 345 kv,ERCOT||8640 kelvin 138 kv,2018Q3,2,2,ERCOT,Wind,2
899,CAISO||contra costa substation 230 kv bus,CAISO||birds landing substation 230 kv bus,2009Q4,1,1,CAISO,Gas,1
900,PJM||sewaren 230 kv,PJM||oak grove 138 kv,2012Q3,2,2,PJM,Gas,1
901,PJM||greentown 138 kv,PJM||southwest lima west moulton 138 kv,2021Q3,4,4,PJM,Solar,1
902,PJM||deep creek 115 kv,PJM||buttermilk 230 kv,2024Q2,1,1,PJM,Battery,1
903,PJM||east leipsic 138 kv,PJM||brush junction millheim 46 kv,2013Q1,1,1,PJM,Wind,1
904,PJM||cedar creek 138 kv,PJM||broadview tangy 138 kv iii,2024Q4,1,1,PJM,Solar,1
905,CAISO||kramer substation,CAISO||devers palo verde line 500 kv line,2008Q4,2,1,CAISO,Solar,1
906,PJM||brokaw pontiac midpoint,PJM||beaver davis besse 345 kv ii,2019Q2,1,1,PJM,Wind,3
907,PJM||york 115 kv,PJM||collins,2009Q4,1,1,PJM,Gas,1
908,PJM||jack frost lake harmony 69 kv,PJM||columbia sunbury 69 kv,2024Q4,2,2,PJM,Solar,1
909,PJM||bullitt county 161 kv,PJM||carville 138 kv iv,2024Q4,1,1,PJM,Battery,1
910,PJM||shelby 138 kv,PJM||broadway 1247 kv,2021Q2,1,1,PJM,Solar,1
911,ISO-NE||345 kv line # 321,ISO-NE||cl&p 115 kv lines between baldwin junction and bea,2009Q1,2,2,ISO-NE,Gas+Oil,1
912,CAISO||bellota 115 kv,CAISO||chino 230 kv,2024Q1,2,2,CAISO,Battery,2
913,PJM||birdneck 345 kv,PJM||lake road 115 kv,2017Q4,1,1,PJM,Offshore Wind,1
914,PJM||lanexa dunnsville 230 kv,PJM||galion south berwick 345 kv,2024Q1,3,3,PJM,Solar,1
915,PJM||clark summit emlenton 345 kv,PJM||bremo fork union military academy 345 kv,2021Q4,1,1,PJM,Solar,1
916,ISO-NE||nstar mystic substation,ISO-NE||115 kv line between buck pond and pochassic substation,2009Q2,1,1,ISO-NE,Gas+Oil,1
917,CAISO||windhub substation,CAISO||midpoint substation 500 kv,2008Q3,4,4,CAISO,Solar,1
918,PJM||tmi peach bottom 500 kv,PJM||south akron 230 kv,2002Q4,3,2,PJM,Gas,1
919,SOCO||thomson primary 230 kv bus,SOCO||dothan pinckard no 2 115 kv line,2022Q4,1,1,SOCO,Solar,2
920,PJM||sussex 34 kv,PJM||brick lane mill 345 kv,2013Q1,1,1,PJM,Solar,1
921,PJM||franklin #2,PJM||bustleton 13 kv,2013Q3,1,1,PJM,Solar,1
922,SOCO||rocky creek wadley primary 230 kv line,SOCO||demopolis naheola 115 kv line,2017Q1,1,1,SOCO,Solar,1
923,PJM||graymont zion 46 kv,PJM||brunner island 138 kv,2020Q4,1,1,PJM,Solar,1
924,PJM||tbd 132 kv,PJM||broadview tangy 138 kv iv,2024Q3,1,1,PJM,Solar,1
925,ISO-NE||345 kv seabrook substation,ISO-NE||345 kv rise substation,2009Q2,2,2,ISO-NE,Gas,1
926,PJM||jay 138 kv,PJM||scottsville colleen 138 kv,2020Q2,3,3,PJM,Solar,1
927,PJM||west lima 138 kv,PJM||elwood dresden 345 kv,2006Q1,1,1,PJM,Coal,1
928,PJM||ironwood 230 kv,PJM||churchtown 230 kv 2,2011Q2,1,1,PJM,Gas,1
929,SOCO||elsanor mobile hwy (gulf) 230 kv line,SOCO||pike county ts substation 230 kv bus,2024Q4,2,2,SOCO,Solar+Battery,2
930,PJM||neville 23 kv,PJM||river dock 23 kv,2024Q4,2,1,PJM,Hydro,1
931,SOCO||claxton meldrim 115 kv line,SOCO||dorsett thomaston 230 kv line,2017Q2,1,1,SOCO,Solar,1
932,ERCOT||59906 long draw 138 kv,ERCOT||138 kv fort bend switch (#44280),2023Q3,1,1,ERCOT,Other,1
933,PJM||snake spring 115 kv ii,PJM||broadway richline hill solar 345 kv,2024Q3,1,1,PJM,Solar,1
934,SOCO||farley south bainbridge 230 kv line,SOCO||east moultrie north tifton 230 kv line,2016Q3,1,1,SOCO,Solar,1
935,PJM||old chapel millville 138 kv,PJM||cowansville junction long run tap 25 kv,2024Q4,2,2,PJM,Solar,2
936,PJM||farmers valley ridgeway 115 kv,PJM||bryan 69 kv,2020Q3,1,1,PJM,Solar,1
937,PJM||nelson 69 kv,PJM||carson 230 kv,2021Q4,1,1,PJM,Battery,1
938,PJM||greenwood dp st johns dp 115 kv,PJM||brokaw 345 kv (cir increase),2024Q4,1,1,PJM,Solar,1
939,CAISO||eldorado substation 500 kv,CAISO||coalinga#1 san miguel 70 kv,2019Q2,1,1,CAISO,Solar+Battery,1
940,PJM||fairfield township 12 kv,PJM||carneys point 69 kv,2011Q1,1,1,PJM,Solar,1
941,PJM||valley 138 kv,PJM||bluff point 69 kv,2017Q4,1,1,PJM,Battery,1
942,PJM||red house dp sugar hill 115 kv,PJM||brookside cloverdale 138 kv ii,2024Q4,1,1,PJM,Solar,1
943,ISO-NE||cmp larrabee road station 345 kv,ISO-NE||pittsfield 345 kv on line 3023,2018Q2,6,5,ISO-NE,Wind,3
944,CAISO||boulevard east substation 69 kv,CAISO||copus old river 70 kv,2015Q1,1,1,CAISO,Solar,1
945,PJM||birchwood 230 kv,PJM||catharpin 230 kv,2021Q4,1,1,PJM,Battery,1
946,PJM||east sidney quincy 138 kv,PJM||philipsburg 115 kv,2024Q4,4,4,PJM,Solar,1
947,CAISO||vista substation 138 kv,CAISO||230 kv tranquility switching station,2016Q2,1,1,CAISO,Solar,1
948,ISO-NE||primary: orrington substations 345 kv with two alternatives: keene road substation 345 kv and the orrington albion road 345 kv line,ISO-NE||vec lowell 46 kv station,2018Q2,2,2,ISO-NE,Wind,2
949,SOCO||cartersville pinson 230 kv line,SOCO||dyer road east roanoke 115 kv line,2024Q2,1,1,SOCO,Solar,1
950,ERCOT||60385 solstice 138 kv,ERCOT||138 kv 11273 nelson switch,2021Q1,1,1,ERCOT,Solar,1
951,PJM||circleville biers run 138 kv,PJM||bruin junction petrol junction 25 kv,2024Q4,1,1,PJM,Solar,2
952,PJM||stuarts draft waynesboro 115 kv,PJM||cedar knolls 125 kv,2018Q2,1,1,PJM,Battery,1
953,PJM||crete 345 kv,PJM||garden plain 138 kv,2022Q3,3,3,PJM,Wind,1
954,PJM||galion roberts south 138 kv,PJM||burma 23 kv,2020Q3,1,1,PJM,Solar,1
955,PJM||buckingham bremo 230 kv,PJM||breezewood 1247 kv,2022Q2,1,1,PJM,Solar,1
956,PJM||scalp level 23 kv,PJM||brunswick collector wake 500 kv,2021Q2,1,1,PJM,Solar,1
957,PJM||bernville 132 kv,PJM||broadview tangy 138 kv ii,2024Q1,1,1,PJM,Solar,1
958,PJM||milton 69 kv,PJM||cox whitakers 115 kv,2024Q4,2,2,PJM,Solar,1
959,PJM||minotola 12 kv,PJM||buena vista township 12 kv,2011Q3,1,1,PJM,Solar,1
960,PJM||wempletown 138 kv,PJM||fulton 138 kv,2024Q4,2,2,PJM,Battery,2
961,CAISO||lugo mohave 500 kv line,CAISO||dunn siding substation,2008Q4,1,1,CAISO,Solar,1
962,PJM||champion,PJM||gavin unit 2,2013Q2,1,1,PJM,Coal,1
963,CAISO||innovation substation 230 kv,CAISO||bellota warnerville 230 kv,2021Q2,1,1,CAISO,Solar+Battery,1
964,PJM||east new market 12 kv,PJM||carolinaseaboard 115 kv,2016Q1,1,1,PJM,Solar,1
965,PJM||branchville n newton #1 34 kv,PJM||blackhawk 125 kv,2015Q1,1,1,PJM,Battery,1
966,ERCOT||8283 asherton 138 kv,ERCOT||1318 china grove 138 kv,2020Q1,1,1,ERCOT,Solar,2
967,PJM||elk garden junction 138 kv,PJM||antwerp 69 kv,2008Q3,1,1,PJM,Wind,1
968,CAISO||new ivanpah substation 115 kv,CAISO||500 kv collector station 40 mi east of ngila substation and 45 mi w of proposed agua caliente substation,2010Q3,2,1,CAISO,Solar,1
969,PJM||lewis run pierce brook 230 kv,PJM||bustleton 132 kv,2020Q3,1,1,PJM,Solar,1
970,PJM||old church 345 kv,PJM||carroll mount airy 345 kv,2016Q1,1,1,PJM,Solar,1
971,CAISO||halsey substation 60 kv,CAISO||volta south 60 kv line,2014Q2,1,1,CAISO,Hydro,1
972,ISO-NE||nstar 115 kv line #111,ISO-NE||115 kv potter substation,2007Q4,1,1,ISO-NE,Gas+Oil,1
973,PJM||varner 345 kv,PJM||buckeye p wakeman 69 kv,2024Q4,1,1,PJM,Solar,1
974,PJM||desoto 345 kv,PJM||stuart clinton 345 kv,2020Q1,3,3,PJM,Solar,1
975,CAISO||maricopa copus 70 kv line,CAISO||amargosa substation 138 kv,2016Q2,1,1,CAISO,Solar,1
