pair_id,role,entity_poi,depth,pre_wd_count,mean_mw,mean_q_year,dominant_type,n_types
510,control,PJM||camden richmond 230 kv,1,0,727.0,2000.0,Gas,1
511,treated,ERCOT||tap 138 kv 8125 lolita 8172 victoria,1,0,152.0,2022.0,Battery,1
511,control,ERCOT||11189 quarry field switching 1074 wink 138 kv,1,0,206.88,2020.0,Battery,1
512,treated,ERCOT||3413 knob creek 345 kv,1,0,67.0,2021.0,Gas,1
512,control,ERCOT||13430 sandow switch 138 kv,1,0,1264.34,2024.0,Gas,1
513,treated,SOCO||sinai cemetery farley 230 kv line,1,0,212.7,2016.0,Solar,1
513,control,SOCO||calvert substation west mcintosh 230 kv line,1,0,80.0,2016.0,Solar,1
514,treated,PJM||hatfield 500 kv,3,0,558.3333333333334,2015.3333333333333,Gas,1
514,control,PJM||burches hill brandywine 230 kv,3,0,373.7,2013.3333333333333,Gas,1
515,treated,CAISO||boulevard substation 138 kv bus,1,0,66.0,2010.0,Solar,1
515,control,CAISO||antelope cal cement 66 kv,1,0,50.0,2010.0,Solar,1
516,treated,PJM||carson rawlings 500 kv,1,0,314.0,2019.0,Solar,1
516,control,PJM||bear peak east providence ii,1,0,5.0,2021.0,Solar,1
517,treated,SOCO||danway goat rock (gpco) 230 kv line,1,0,80.0,2020.0,Solar,1
517,control,SOCO||burkville substation 115 kv bus,1,0,120.0,2023.0,Solar,1
518,treated,PSCo||comanche 230 kv line,1,0,240.0,,Solar,1
518,control,PSCo||comanche substation 115 kv,1,0,50.0,2016.0,Solar,1
519,treated,PJM||brunner west hempfield 230 kv,1,0,550.0,2000.0,Gas,1
519,control,PJM||camden,1,0,258.0,1999.0,Gas,1
520,treated,PJM||dequine 345 kv,1,0,64.0,2012.0,Wind,1
520,control,PJM||ashtabula 138 kv,1,0,50.0,2010.0,Wind,1
521,treated,PJM||sedgehill person 230 kv,2,0,62.5,2021.5,Solar+Battery,1
521,control,PJM||oak green 115 kv,2,0,50.0,2020.0,Solar+Battery,1
522,treated,PJM||twin branch meridian 345 kv,1,0,75.0,2021.0,Battery,1
522,control,PJM||birchwood fines corner 230 kv,1,0,150.0,2023.0,Battery,1
523,treated,ERCOT||76005 schneeman draw 345 kv,2,0,400.0,2016.0,Wind,1
523,control,ERCOT||345 kv aspire station (68011),2,0,85.17500000000001,2019.0,Wind,2
524,treated,PSCo||midway comanche 230 kv line,1,0,150.0,2016.0,Solar,1
524,control,PSCo||parachute substation 249 kv bus,1,0,19.9,,Solar,1
525,treated,CAISO||la cienega substation 230 kv,1,0,405.750886,2021.0,Battery,1
525,control,CAISO||chowchilla 115 kv,1,0,79.5871,2021.0,Battery,1
526,treated,PJM||jubal early pipers gap 138 kv,1,0,40.0,2021.0,Solar+Battery,1
526,control,PJM||beaver valley crescent 138 kv,1,0,70.0,2022.0,Solar+Battery,1
527,treated,CAISO||gates substation 230 kv bus,1,0,600.0,2007.0,Gas,1
527,control,CAISO||arco gen #1 & #2 230 kv lines,1,0,85.0,2008.0,Gas,1
528,treated,PJM||richmond,1,0,575.0,2001.0,Gas,1
528,control,PJM||burlington 230 kv,1,0,316.0,2001.0,Gas,1
529,treated,PJM||allen junction 345 kv,1,0,100.0,2021.0,Battery,1
529,control,PJM||bixby 345 kv,1,0,50.0,2021.0,Battery,1
530,treated,PSCo||rmec green valley 230 kv line,1,0,300.0,,Wind,1
530,control,PSCo||1 mile south of ault,1,0,275.0,,Wind,1
531,treated,PJM||derry tap derry bus 69 kv iii,1,0,4.1,2021.0,Solar,1
531,control,PJM||bethelboro connellsville 25 kv,1,0,14.0,2023.0,Solar,1
532,treated,CAISO||tranquility 230 kv,5,0,223.21800000000002,2016.2,Solar+Battery,2
532,control,CAISO||gates 230 kv,5,0,208.05599999999998,2015.8,Solar+Battery,1
533,treated,CAISO||helm substation 70 kv bus,1,0,23.0,2011.0,Solar,1
533,control,CAISO||border 69 kv substation,1,0,20.0,2013.0,Solar,1
534,treated,PJM||red house dp 115 kv,1,0,100.0,2021.0,Solar,1
534,control,PJM||bethelboro 25 kv 1,1,0,12.0,2021.0,Solar,1
535,treated,PJM||dumont 345 kv,1,0,150.0,2021.0,Solar,1
535,control,PJM||bennett farmingdale 2 345 kv,1,1,0.7,2020.0,Solar,1
536,treated,ERCOT||59904 cottonwood 345 kv,2,0,200.35,2015.5,Solar,2
536,control,ERCOT||7077 amos cr 345 kv,2,0,184.4,2017.5,Solar,2
537,treated,ISO-NE||nstar brighton substation,2,0,28.0749998092651,2009.5,Gas+Oil,1
537,control,ISO-NE||cl&p windsor locks substation,2,0,26.25,2008.5,Gas+Oil,2
538,treated,ERCOT||tap 345 kv 8689 tango 8606 goddard,2,0,231.0,2022.0,Solar,2
538,control,ERCOT||138 kv ash creek switch (#3473),2,0,40.115,2022.0,Solar,1
539,treated,PJM||frenchtown rosemont 345 kv,1,0,17.0,2010.0,Solar,1
539,control,PJM||broadway stewartsville #3 345 kv,1,0,10.0,2010.0,Solar,1
540,treated,PJM||timber switch 138 kv,1,0,50.0,2020.0,Battery,1
540,control,PJM||branchville sussex #2 345 kv,1,0,8.0,2015.0,Battery,1
541,treated,PJM||grit dp perth 115 kv,1,0,102.0,2019.0,Solar,1
541,control,PJM||bethelboro 25 kv 2,1,0,12.0,2021.0,Solar,1
542,treated,SOCO||thomasville west valdosta 230 kv line,1,0,150.0,2017.0,Solar,1
542,control,SOCO||branch warrenton primary 230 kv line,1,0,100.0,2017.0,Solar,1
543,treated,PJM||nevada 345 kv,1,0,150.0,2020.0,Solar,1
543,control,PJM||bear peak east st clair 23 kv,1,0,15.0,2022.0,Solar,1
544,treated,CAISO||panoche oro loma 115 kv tap,1,0,20.0,2010.0,Solar,1
544,control,CAISO||brighton davis 115 kv,1,0,20.0,2010.0,Solar,1
545,treated,CAISO||mohave substation 500 kv,3,0,483.3666666666666,2017.6666666666667,Solar+Battery,2
545,control,CAISO||trout canyon substation 230 kv,3,0,302.318,2019.0,Solar+Battery,1
546,treated,PJM||everetts 345 kv,1,0,15.0,2014.0,Solar,1
546,control,PJM||boykins 115 kv,1,0,60.0,2015.0,Solar,1
547,treated,PJM||orchard 230 kv,1,0,70.0,2010.0,Solar,1
547,control,PJM||bayonne 13 kv,1,0,1.4,2010.0,Solar,1
548,treated,CAISO||eldorado substation 230 kv,1,0,92.0,2009.0,Battery,1
548,control,CAISO||los esteros 115 kv,1,0,120.0,2008.0,Battery,1
549,treated,PJM||nittany zion 46 kv,1,0,20.0,2018.0,Solar,1
549,control,PJM||beth 33 lilly 46 kv,1,0,20.0,2020.0,Solar,1
550,treated,PJM||central chase city 115 kv,1,0,55.0,2023.0,Solar,1
550,control,PJM||bear peak rostraver 1247 kv,1,0,7.5,2022.0,Solar,1
551,treated,ISO-NE||ngrid 115 kv s171 line,1,0,27.8999996185302,2007.0,Other,1
551,control,ISO-NE||clp fry brook substation,1,0,37.5,2006.0,Other,1
552,treated,PJM||byron wayne 345 kv,7,0,127.905,2021.5714285714287,Solar,2
552,control,PJM||garner dp lancaster 115 kv,7,0,54.60285714285715,2020.142857142857,Solar,1
553,treated,ERCOT||6216 bluff creek 138 kv,2,0,137.905,2020.0,Wind,1
553,control,ERCOT||345 kv rapido substation (new ett substation) tapping the existing 345 kv line from cenizo7c (#80225) to delsol7c (#80307),2,0,197.75,2023.0,Wind,1
554,treated,SOCO||west montgomery lowndesboro ds 46 kv line,1,0,20.0,2016.0,Solar,1
554,control,SOCO||belleville (powersouth) greenville 230 kv line,1,0,80.0,2016.0,Solar,1
555,treated,PJM||twombly road 138 kv,1,0,40.0,2017.0,Solar,1
555,control,PJM||baldy wesnberg 69 kv,1,0,20.0,2019.0,Solar,1
556,treated,PJM||olive university park 345 kv,3,0,101.66666666666667,2020.0,Battery,2
556,control,PJM||nelson dixon 138 kv,3,0,99.66666666666667,2020.0,Battery,2
557,treated,PJM||reynolds meadow lake #1 345 kv,1,0,84.0,2021.0,Battery,1
557,control,PJM||blaine roanoke 138 kv,1,0,200.0,2022.0,Battery,1
558,treated,ISO-NE||j162 115 kv line between tewksbury and perry street,1,0,74.0,2007.0,Gas,1
558,control,ISO-NE||bhe powersville substation,1,0,35.0,2008.0,Gas,1
559,treated,PJM||doubs 230 kv,1,0,80.0,2016.0,Solar,1
559,control,PJM||bremo powhatan 230 kv,1,0,99.9,2017.0,Solar,1
560,treated,"SOCO||claxton vidalia 115 kv line, ohoopee river tap",1,0,52.0,2016.0,Solar,1
560,control,SOCO||callaway sinai 115 kv line,1,0,75.0,2018.0,Solar,1
561,treated,PJM||bedford north central city west 115 kv,1,0,17.64,2023.0,Solar,1
561,control,PJM||bethelboro 25 kv 3,1,0,12.0,2021.0,Solar,1
562,treated,PJM||brunot island 138 kv,2,0,11.75,2020.0,Gas,2
562,control,PJM||elwood 345 kv,2,0,127.5,2018.0,Gas,1
563,treated,PJM||lewis 138 kv,1,0,350.0,2008.0,Offshore Wind,1
563,control,PJM||corson 138 kv,1,0,350.0,2007.0,Offshore Wind,1
564,treated,SOCO||jackson shoals sylacauga 115 kv line,1,0,100.0,2023.0,Solar,1
564,control,SOCO||collins newton 115 kv line,1,0,100.0,2020.0,Solar,1
565,treated,CAISO||suncrest substation 230 kv,1,0,312.96,2021.0,Battery,1
565,control,CAISO||border border tap 69 kv,1,0,100.8,2021.0,Battery,1
566,treated,CAISO||otay substation 69 kv,2,0,38.0,2018.5,Battery,1
566,control,CAISO||bellota tesla #2,2,0,354.05,2023.0,Battery,1
567,treated,PJM||stillman valley,1,0,15.3,2011.0,Solar,1
567,control,PJM||branchville 12 kv,1,0,4.0,2011.0,Solar,1
568,treated,PJM||wayne byron 345 kv,1,0,72.0,2023.0,Solar,1
568,control,PJM||bethelboro 25 kv 4,1,0,12.0,2021.0,Solar,1
569,treated,CAISO||dumbarton newark 115 kv line,1,0,62.6,2021.0,Battery,1
569,control,CAISO||center s substation 230 kv,1,0,405.750882,2021.0,Battery,1
570,treated,PJM||cardiff 230 kv,1,0,1200.0,2019.0,Offshore Wind,1
570,control,PJM||bethany 138th street 138 kv,1,0,152.0,2018.0,Offshore Wind,1
571,treated,SOCO||beulah (gulf) silverhill 230 kv line,2,0,80.0,2020.5,Solar+Battery,1
571,control,SOCO||greene county moundville ts 230 kv line,2,0,125.0,2022.0,Solar+Battery,1
572,treated,CAISO||sce owned eldorado bus 230 kv,1,0,300.0,2016.0,Battery,1
572,control,CAISO||corcoran olive 115 kv line,1,0,10.0,2015.0,Battery,1
573,treated,PJM||essex 230 kv,3,0,336.0,2007.0,Gas,1
573,control,PJM||elizabeth river 230 kv,3,0,20.0,2007.0,Gas,1
574,treated,PJM||colora 230 kv,1,0,60.48,2023.0,Battery,1
574,control,PJM||blue jacket kirby 138 kv vi,1,0,100.0,2021.0,Battery,1
575,treated,PJM||peckville jackson 69 kv,1,0,20.0,2013.0,Wind,1
575,control,PJM||dans mountain,1,0,54.9,2007.0,Wind,1
576,treated,PJM||bl england 138 kv,2,0,243.0,2012.0,Gas,1
576,control,PJM||four rivers 230 kv,2,0,180.0,2015.0,Gas,1
577,treated,CAISO||borrego substation 69 kv,2,0,37.75,2008.0,Solar,1
577,control,CAISO||devers substation,2,0,1000.0,2007.0,Solar,1
578,treated,PJM||tansboro 12 kv,1,0,1.26,2018.0,Solar,1
578,control,PJM||berwick 1247 kv,1,0,5.0,2019.0,Solar,1
579,treated,PJM||suffolk 115 kv,2,0,34.5,2019.5,Solar,1
579,control,PJM||central hardin stephensburg 69 kv,2,0,49.0,2020.0,Solar,2
580,treated,PJM||tanners creek hanna 345 kv,1,0,120.0,2021.0,Solar,1
580,control,PJM||bethlehem lilly 46 kv,1,0,20.0,2021.0,Solar,1
581,treated,PJM||cooper,1,0,10.0,2012.0,Solar,1
581,control,PJM||branchville n newton #2 34 kv,1,0,7.0,2011.0,Solar,1
582,treated,PJM||highland hanna 345 kv,1,0,940.0,2015.0,Gas,1
582,control,PJM||branchburg alburtis 500 kv,1,0,700.0,2018.0,Gas,1
583,treated,PJM||madera 345 kv,1,0,20.0,2020.0,Solar,1
583,control,PJM||bethelboro connellsville #1 25 kv,1,0,14.0,2019.0,Solar,1
584,treated,CAISO||cool water kramer #1 230 kv line,2,0,324.325,2007.0,Wind,2
584,control,CAISO||monolith substation,2,0,250.5,2004.0,Wind,1
585,treated,ERCOT||141765 mariah 345 kv,1,0,600.3,2009.0,Wind,1
585,control,ERCOT||11441 flat top 345 kv,1,0,200.0,2014.0,Wind,1
586,treated,ISO-NE||bhe's line 5 46 kv,2,0,16.0,2005.5,Other,1
586,control,ISO-NE||doreen 115 kv substation or f132 115 kv line,2,0,43.0,2007.0,Other,1
587,treated,PJM||trenton 26 kv,2,0,6.5,2011.0,Solar,1
587,control,PJM||frenchtown 345 kv,2,0,11.0,2010.5,Solar,1
588,treated,PJM||schauff road,1,0,30.0,2019.0,Battery,1
588,control,PJM||burnham 138 kv,1,0,200.0,2020.0,Battery,1
589,treated,CAISO||tranquility switching station 230 kv,1,0,154.89,2018.0,Solar+Battery,1
589,control,CAISO||bitterwater switching station 230 kv,1,0,206.0,2018.0,Solar+Battery,1
590,treated,PJM||atlanta 69 kv i,1,0,49.9,2016.0,Solar,1
590,control,PJM||bethelboro 25 kv 5,1,0,12.0,2021.0,Solar,1
591,treated,PJM||lexington park 69 kv,2,0,11.35,2019.0,Solar,1
591,control,PJM||chinquapin everetts 230 kv,2,0,75.0,2018.0,Solar,1
592,treated,PJM||jetersville ponton 115 kv,4,0,26.5,2020.0,Solar,1
592,control,PJM||mississinewa gaston 138 kv,4,0,66.8,2020.25,Solar,2
593,treated,PJM||rocktown 48 kv,1,0,2.0,2010.0,Solar,1
593,control,PJM||buckeye ringoes 345 kv,1,0,8.4,2010.0,Solar,1
594,treated,CAISO||borden substation 70 kv,1,0,50.5,2016.0,Battery,1
594,control,CAISO||el cajon substation 69 kv,1,0,50.0,2014.0,Battery,1
595,treated,CAISO||panoche substation 115 kv,1,0,86.64,2016.0,Solar+Battery,1
595,control,CAISO||calcite 230 kv line,1,0,102.85,2016.0,Solar+Battery,1
596,treated,PJM||blue jacket kirby 138 kv,2,0,128.3,2018.5,Solar,1
596,control,PJM||church wye mills 138 kv,2,0,20.0,2016.0,Solar,1
597,treated,ISO-NE||cmp sturtevant substation 115 kv,1,0,78.4000015258789,,Solar,1
597,control,ISO-NE||115 kv coolidge substation,1,2,19.8999996185302,2015.0,Solar,1
598,treated,PJM||newburgh 12 kv,1,0,5.0,2010.0,Solar,1
598,control,PJM||blairstown kittatinny 345 kv,1,0,10.0,2010.0,Solar,1
599,treated,SOCO||hattiesburg southwest adams creek 230 kv line,4,0,206.25,2021.75,Solar,2
599,control,SOCO||jasper east substation substation 230 kv bus,3,0,168.66666666666666,2022.6666666666667,Solar,2
600,treated,ERCOT||60090 wkn breaker 69 kv,1,0,58.29,2021.0,Battery,1
600,control,ERCOT||# 7044 marion 345 kv,1,0,210.5,2023.0,Battery,1
601,treated,CAISO||mira loma substation 230 kv,5,0,367.8428036,2020.8,Battery,1
601,control,CAISO||los banos 230 kv,4,0,153.0,2019.25,Battery,2
602,treated,PJM||lynnville south hamburg 69 kv,1,0,12.5,2023.0,Solar,1
602,control,PJM||bishopville worcester 138 kv,1,0,39.0,2023.0,Solar,1
603,treated,PJM||lawrence 26 kv,1,0,10.0,2011.0,Solar,1
603,control,PJM||branchville newton 345 kv,1,0,17.0,2010.0,Solar,1
604,treated,PJM||bear creek 69 kv,1,1,25.0,2003.0,Wind,1
604,control,PJM||camp grove,1,0,150.0,2003.0,Wind,1
605,treated,SOCO||autaugaville substation 500 kv bus,1,0,655.0,2003.0,Gas,1
605,control,SOCO||wansley 500 kv substation,1,0,1195.0,2003.0,Gas,1
606,treated,PJM||pontiac midpoint dresden,1,0,300.0,2017.0,Other,1
606,control,PJM||dixon 12 kv,1,0,3.95,2011.0,Other,1
607,treated,PJM||printz,1,0,65.5,2012.0,Gas,1
607,control,PJM||bay shore 138 kv,1,0,464.0,2013.0,Gas,1
608,treated,SOCO||thurlow dam union springs 115 kv line,1,0,79.0,2021.0,Solar,1
608,control,SOCO||coosa pines logan martin dam no 2 115 kv line,1,0,80.0,2021.0,Solar,1
609,treated,PJM||somerset allegheny 115 kv,1,0,65.0,2005.0,Wind,1
609,control,PJM||beryl 138 kv,1,0,85.0,2005.0,Wind,1
610,treated,PJM||hanna tanners creek 345 kv,2,0,207.5,2020.5,Solar,2
610,control,PJM||chase city lunenburg 115 kv,2,0,88.9,2020.0,Solar,1
611,treated,SOCO||sinai west grand ridge 115 kv line,1,0,74.9,2017.0,Solar,1
611,control,SOCO||burkville hunter station 115 kv line,1,0,80.0,2018.0,Solar,1
612,treated,CAISO||devers palo verde 500 kv line,2,0,900.0,2008.0,Solar,1
612,control,CAISO||lugo mojave 500 kv line,2,0,750.0,2008.0,Solar,1
613,treated,PSCo||pawnee substation 345 kv,2,0,375.0,2021.0,Wind,2
613,control,PSCo||jackson fuller substation,1,0,250.0,,Wind,1
614,treated,CAISO||victor substation 230 kv,1,0,100.0,2017.0,Battery,1
614,control,CAISO||bair substation 60 kv bus,1,0,40.0,2018.0,Battery,1
615,treated,PJM||rockwood 23 kv,1,0,10.0,2021.0,Solar,1
615,control,PJM||big sandy inez 138 kv,1,0,150.0,2021.0,Solar,1
616,treated,CAISO||woodland davis 115 kv line,1,0,12.0,2010.0,Solar+Battery,1
616,control,CAISO||gates gregg 230 kv and gates mccall 230 kv,1,0,100.0,2010.0,Solar+Battery,1
617,treated,CAISO||borden substation 230 kv bus,3,0,134.5,2006.0,Gas,1
617,control,CAISO||eastshore substation 230 kv,2,0,299.5,2004.5,Gas,1
618,treated,PJM||gretna dp 69 kv,1,0,50.0,2016.0,Solar,1
618,control,PJM||bionol madera 115 kv,1,0,151.8,2019.0,Solar,1
619,treated,CAISO||diablo canyon 500 kv,2,0,1273.7060000000001,2020.5,Offshore Wind,2
619,control,CAISO||humboldt substation 115 kv,2,0,1206.0,2023.0,Offshore Wind,1
620,treated,SOCO||mitchell moultrie 115 kv line,2,0,117.5,2020.0,Solar,2
620,control,SOCO||mitchell raccoon creek 230 kv line,2,0,260.0,2019.0,Solar,2
621,treated,PJM||valley 230 kv,1,0,210.0,2022.0,Battery,1
621,control,PJM||boydton dp 115 kv,1,0,50.0,2023.0,Battery,1
622,treated,PJM||hamlin 12 kv,1,0,4.998,2021.0,Solar,1
622,control,PJM||bixby biers run 345 kv,1,0,346.0,2021.0,Solar,1
623,treated,PSCo||fort st vrain substation,1,0,380.0,,Gas,1
623,control,PSCo||fort st vrain ⊓niwot 230 kv line,1,0,269.0,,Gas,1
624,treated,PJM||flemingsburg spurlock 138 kv,3,0,104.83333333333333,2020.3333333333333,Solar,2
624,control,PJM||deepwater upper pittsgrove 138 kv,3,0,71.43333333333334,2020.0,Solar,1
625,treated,PJM||allen 132 kv,2,0,3.0,2020.0,Solar,1
625,control,PJM||chatfield howard 138 kv,2,0,68.5,2019.5,Solar,1
626,treated,PJM||potter gold 115 kv,1,0,75.0,2007.0,Wind,1
626,control,PJM||avery greenfield 138 kv,1,0,99.0,2010.0,Wind,1
627,treated,PJM||morgantown,1,0,4.8,2009.0,Other,1
627,control,PJM||altavista 115 kv,1,0,60.0,2011.0,Other,1
628,treated,ERCOT||tap 345 kv 11028 odessa 76000 n mccamey,2,0,189.0,2016.5,Solar,1
628,control,ERCOT||68051 reata 345 kv,2,0,140.5,2018.0,Solar,1
629,treated,CAISO||carrizo gorge switchyard 138 kv,1,0,90.0,2018.0,Battery,1
629,control,CAISO||bellota 230 kv,1,0,500.0,2023.0,Battery,1
630,treated,PJM||st barnabas 13 kv,1,0,5.6,2018.0,Solar,1
630,control,PJM||blain 115 kv,1,0,60.0,2019.0,Solar,1
631,treated,PJM||desoto tanners creek 345 kv,1,0,300.0,2016.0,Wind,1
631,control,PJM||davis besse beaver 345 kv,1,0,500.0,2011.0,Wind,1
632,treated,SOCO||eastman primary hatch 230 kv line,1,0,248.5,2017.0,Solar,1
632,control,SOCO||champion flomaton 115 kv line,1,0,74.5,2017.0,Solar,1
633,treated,PJM||cedar 230 kv,1,0,348.0,2010.0,Offshore Wind,1
633,control,PJM||bayview 25 kv,1,0,5.0,2011.0,Offshore Wind,1
634,treated,ERCOT||tap 345 kv 6101 riley 1730 w krum,1,0,241.5,2017.0,Wind,1
634,control,ERCOT||1301 willow valley 138 kv,1,0,300.0,2017.0,Wind,1
635,treated,SOCO||holmes creek pinckard 230 kv line,1,0,80.0,2020.0,Solar,1
635,control,SOCO||calvert substation substation 230 kv bus,1,0,200.0,2023.0,Solar,1
636,treated,PJM||chase city drakes branch 115 kv,1,0,118.56,2020.0,Battery,1
636,control,PJM||bremo 115 kv,1,0,100.0,2022.0,Battery,1
637,treated,PJM||erie east 230 kv,2,0,127.61,2011.5,Wind,1
637,control,PJM||wempletown belvidere 138 kv,2,0,100.0,2007.5,Wind,1
638,treated,SOCO||kathleen pitts 230 kv line,3,0,200.0,2022.3333333333333,Solar,2
638,control,SOCO||thalmann ts 230 kv bus,3,0,233.33333333333334,2020.0,Solar,1
639,treated,PJM||watson 1247 kv,3,0,2.6666666666666665,2020.0,Solar+Battery,1
639,control,PJM||guilford 1247 kv,2,0,3.0,2020.0,Solar+Battery,1
640,treated,PSCo||comanche daniels park 345 kv,1,0,75.0,2020.0,Battery,1
640,control,PSCo||midway 115 kv substation,1,0,52.0,2019.0,Battery,1
641,treated,PJM||quinton 69 kv,1,0,10.0,2011.0,Solar,1
641,control,PJM||brick,1,0,6.25,2011.0,Solar,1
642,treated,ERCOT||60722 coulomb 345 kv,1,0,336.0,2017.0,Wind,1
642,control,ERCOT||138 kv 60728 palouse,1,0,175.0,2019.0,Wind,1
643,treated,SOCO||americus dawson primary 115 kv line,1,0,60.0,2016.0,Solar,1
643,control,SOCO||caverns substation 115 kv bus,1,0,74.5,2018.0,Solar,1
644,treated,PJM||westmoreland oak grove 230 kv,2,0,50.0,2022.0,Solar,1
644,control,PJM||church oil city 138 kv,2,0,66.9,2018.5,Solar,2
645,treated,PJM||graceton 230 kv,1,0,550.0,2003.0,Gas,1
645,control,PJM||dolfield,1,0,9.0,2001.0,Gas,1
646,treated,SOCO||marianna bay county 115 kv line,1,0,50.0,2017.0,Solar,1
646,control,SOCO||comer primary broad river stone 46 kv line,1,0,40.0,2018.0,Solar,1
647,treated,PJM||trowbridge 230 kv,3,0,161.33333333333334,2017.0,Solar,1
647,control,PJM||northern neck 345 kv,3,0,5.366666666666667,2018.0,Solar,1
648,treated,PJM||kensington 138 kv,2,0,100.0,2021.0,Battery,2
648,control,PJM||fall creek 345 kv,2,0,350.0,2021.0,Battery,2
649,treated,SOCO||madison park thurlow dam 115 kv line,1,0,94.0,2016.0,Solar,1
649,control,SOCO||corn crib thomaston 115 kv line,1,0,74.9,2016.0,Solar,1
650,treated,CAISO||whirlwind 230 kv substation,1,0,259.842,2016.0,Solar,1
650,control,CAISO||arco tulare lake line,1,0,20.0,2016.0,Solar,1
651,treated,PJM||pedricktown 12 kv,1,0,5.0,2010.0,Solar,1
651,control,PJM||broadway 12 kv,1,0,1.6,2010.0,Solar,1
652,treated,CAISO||tesla substation 230 kv,1,0,153.02,2017.0,Battery,1
652,control,CAISO||birds landing switchyard 230 kv,1,0,204.1,2018.0,Battery,1
653,treated,PJM||nottingham 138 kv,2,0,150.0,2020.0,Solar,1
653,control,PJM||columbia geisinger tap #1 69 kv,2,0,20.0,2020.0,Solar,1
654,treated,PJM||peach bottom 500 kv,2,0,297.0,2005.0,Gas,2
654,control,PJM||horse shoe run 69 kv,2,0,16.0,2000.5,Gas,1
655,treated,PSCo||san luis poncha 230 kv line,2,0,100.0,2008.0,Solar,1
655,control,PSCo||mosca substation,2,0,10.0,,Solar,1
656,treated,CAISO||midway substation 230 kv,3,0,187.32500000000002,2021.0,Solar+Battery,2
656,control,CAISO||helm substation 230 kv,2,0,321.942,2021.0,Solar+Battery,1
657,treated,ERCOT||tap 345 kv 1907 venus 68090 sam switching,2,0,202.35,2022.0,Solar,2
657,control,ERCOT||345 kv bell county east switch (bus# 3687) tnp one (bus# 39950) circuit 2,2,0,197.73000000000002,2020.0,Solar,1
658,treated,PJM||olive reynolds #1 345 kv,2,0,255.0,2020.5,Solar,1
658,control,PJM||continental 69 kv,2,0,30.439999999999998,2019.0,Solar,1
659,treated,CAISO||mccall substation,1,0,300.0,2004.0,Gas,1
659,control,CAISO||500 kv line to the new midpoint switching station,1,0,640.0,2007.0,Gas,1
660,treated,PJM||curdsville dp willis mount 115 kv,2,0,50.0,2020.5,Battery,1
660,control,PJM||farmville moran dp 115 kv,2,0,72.5,2022.0,Battery,2
661,treated,PJM||cumberland w shore #1 69 kv,1,0,20.0,2011.0,Solar,1
661,control,PJM||broadway stewartsville#2 345 kv,1,0,15.0,2010.0,Solar,1
662,treated,PJM||tunis 345 kv,1,0,13.5,2020.0,Solar,1
662,control,PJM||blairsville east 23 kv,1,0,7.5,2020.0,Solar,1
663,treated,PJM||kidds store fork union 115 kv ii,1,0,57.0,2021.0,Battery,1
663,control,PJM||brunswick collector bus wake 500 kv,1,0,100.0,2021.0,Battery,1
664,treated,PJM||sporn 138 kv,1,0,27.4,2020.0,Solar,1
664,control,PJM||bear peak rostraver ii 1247 kv,1,0,7.5,2022.0,Solar,1
665,treated,PJM||morgantown/oak grove 230 kv,2,0,550.0,1999.0,Gas,1
665,control,PJM||doubs 500 kv or 230 kv,2,0,644.0,2000.5,Gas,1
666,treated,CAISO||morro bay substation 230 kv,1,0,627.0,2019.0,Offshore Wind,1
666,control,CAISO||diablo canyon switching station 500 kv,1,0,1187.5,2019.0,Offshore Wind,1
667,treated,CAISO||east county substation 500 kv,1,0,1001.0,2020.0,Wind,1
667,control,CAISO||collector substation at geysers #17 fulton 230 kv line,1,0,201.0,2004.0,Wind,1
668,treated,CAISO||tesla substation 115 kv,1,0,30.0,2014.0,Battery,1
668,control,CAISO||chino substation 220 kv,1,0,102.1,2019.0,Battery,1
669,treated,PJM||conneaut conneaut tap 69 kv,1,0,20.0,2021.0,Solar,1
669,control,PJM||blacklick solar 12 kv,1,0,4.95,2021.0,Solar,1
670,treated,SOCO||dothan pinckard #2 115 kv line,1,0,79.725,2016.0,Solar,1
670,control,SOCO||cotton primary substation 230 kv bus,1,0,83.0,2017.0,Solar,1
671,treated,ERCOT||79502 windmill 345 kv,2,0,203.75,2014.0,Wind,2
671,control,ERCOT||60500 edith clarke 345 kv,2,0,325.7,2016.5,Wind,1
672,treated,PJM||millbrook park 138 kv,1,0,80.0,2011.0,Coal,1
672,control,PJM||amos unit 3,1,0,36.0,2013.0,Coal,1
673,treated,SOCO||waynesboro primary wilson 230 kv line,1,0,100.0,2013.0,Solar,1
673,control,SOCO||blakely primary substation 46 kv bus,1,0,20.0,2012.0,Solar,1
674,treated,PJM||shingletown boalsburg 46 kv,1,0,20.0,2019.0,Solar,1
674,control,PJM||bloomsburg columbia 69 kv,1,0,20.0,2019.0,Solar,1
675,treated,CAISO||arco carneras 70 kv line,2,0,20.0,2010.0,Solar,1
675,control,CAISO||cal cement rosamond 69 kv line,1,0,50.0,2012.0,Solar,1
676,treated,PJM||tallmansville 138 kv,1,0,100.0,2001.0,Gas,1
676,control,PJM||chalk point,1,0,340.0,2001.0,Gas,1
677,treated,CAISO||contra costa switchyard 230 kv,1,0,94.5,2017.0,Battery,1
677,control,CAISO||fulton 230 kv,1,0,26.25,2017.0,Battery,1
678,treated,PJM||east danville roxborough 230 kv,2,0,95.5,2017.0,Solar,1
678,control,PJM||chase city 345 kv,2,0,25.0,2016.0,Solar,1
679,treated,PJM||mechanicsburg darby 138 kv,1,0,80.0,2021.0,Solar,1
